"codmunres","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude"
110001,"Alta Floresta D'Oeste","RO","Norte",11005,"Zona da Mata",1101,"Macrorregional II (Cacoal)"
110002,"Ariquemes","RO","Norte",11001,"Vale do Jamari",1102,"Macrorregiao I - Porto Velho"
110003,"Cabixi","RO","Norte",11006,"Cone Sul",1101,"Macrorregional II (Cacoal)"
110004,"Cacoal","RO","Norte",11002,"Café",1101,"Macrorregional II (Cacoal)"
110005,"Cerejeiras","RO","Norte",11006,"Cone Sul",1101,"Macrorregional II (Cacoal)"
110006,"Colorado do Oeste","RO","Norte",11006,"Cone Sul",1101,"Macrorregional II (Cacoal)"
110007,"Corumbiara","RO","Norte",11006,"Cone Sul",1101,"Macrorregional II (Cacoal)"
110008,"Costa Marques","RO","Norte",11007,"Vale do Guaporé",1101,"Macrorregional II (Cacoal)"
110009,"Espigão D'Oeste","RO","Norte",11002,"Café",1101,"Macrorregional II (Cacoal)"
110010,"Guajará-Mirim","RO","Norte",11004,"Madeira-Mamoré",1102,"Macrorregiao I - Porto Velho"
110011,"Jaru","RO","Norte",11003,"Central",1102,"Macrorregiao I - Porto Velho"
110012,"Ji-Paraná","RO","Norte",11003,"Central",1101,"Macrorregional II (Cacoal)"
110013,"Machadinho D'Oeste","RO","Norte",11001,"Vale do Jamari",1102,"Macrorregiao I - Porto Velho"
110014,"Nova Brasilândia D'Oeste","RO","Norte",11005,"Zona da Mata",1101,"Macrorregional II (Cacoal)"
110015,"Ouro Preto do Oeste","RO","Norte",11003,"Central",1101,"Macrorregional II (Cacoal)"
110018,"Pimenta Bueno","RO","Norte",11002,"Café",1101,"Macrorregional II (Cacoal)"
110020,"Porto Velho","RO","Norte",11004,"Madeira-Mamoré",1102,"Macrorregiao I - Porto Velho"
110025,"Presidente Médici","RO","Norte",11003,"Central",1101,"Macrorregional II (Cacoal)"
110026,"Rio Crespo","RO","Norte",11001,"Vale do Jamari",1102,"Macrorregiao I - Porto Velho"
110028,"Rolim de Moura","RO","Norte",11005,"Zona da Mata",1101,"Macrorregional II (Cacoal)"
110029,"Santa Luzia D'Oeste","RO","Norte",11005,"Zona da Mata",1101,"Macrorregional II (Cacoal)"
110030,"Vilhena","RO","Norte",11006,"Cone Sul",1101,"Macrorregional II (Cacoal)"
110032,"São Miguel do Guaporé","RO","Norte",11003,"Central",1101,"Macrorregional II (Cacoal)"
110033,"Nova Mamoré","RO","Norte",11004,"Madeira-Mamoré",1102,"Macrorregiao I - Porto Velho"
110034,"Alvorada D'Oeste","RO","Norte",11003,"Central",1101,"Macrorregional II (Cacoal)"
110037,"Alto Alegre dos Parecis","RO","Norte",11005,"Zona da Mata",1101,"Macrorregional II (Cacoal)"
110040,"Alto Paraíso","RO","Norte",11001,"Vale do Jamari",1102,"Macrorregiao I - Porto Velho"
110045,"Buritis","RO","Norte",11001,"Vale do Jamari",1102,"Macrorregiao I - Porto Velho"
110050,"Novo Horizonte do Oeste","RO","Norte",11005,"Zona da Mata",1101,"Macrorregional II (Cacoal)"
110060,"Cacaulândia","RO","Norte",11001,"Vale do Jamari",1102,"Macrorregiao I - Porto Velho"
110070,"Campo Novo de Rondônia","RO","Norte",11001,"Vale do Jamari",1102,"Macrorregiao I - Porto Velho"
110080,"Candeias do Jamari","RO","Norte",11004,"Madeira-Mamoré",1102,"Macrorregiao I - Porto Velho"
110090,"Castanheiras","RO","Norte",11005,"Zona da Mata",1101,"Macrorregional II (Cacoal)"
110092,"Chupinguaia","RO","Norte",11006,"Cone Sul",1101,"Macrorregional II (Cacoal)"
110094,"Cujubim","RO","Norte",11001,"Vale do Jamari",1102,"Macrorregiao I - Porto Velho"
110100,"Governador Jorge Teixeira","RO","Norte",11003,"Central",1102,"Macrorregiao I - Porto Velho"
110110,"Itapuã do Oeste","RO","Norte",11004,"Madeira-Mamoré",1102,"Macrorregiao I - Porto Velho"
110120,"Ministro Andreazza","RO","Norte",11002,"Café",1101,"Macrorregional II (Cacoal)"
110130,"Mirante da Serra","RO","Norte",11003,"Central",1101,"Macrorregional II (Cacoal)"
110140,"Monte Negro","RO","Norte",11001,"Vale do Jamari",1102,"Macrorregiao I - Porto Velho"
110143,"Nova União","RO","Norte",11003,"Central",1101,"Macrorregional II (Cacoal)"
110145,"Parecis","RO","Norte",11005,"Zona da Mata",1101,"Macrorregional II (Cacoal)"
110146,"Pimenteiras do Oeste","RO","Norte",11006,"Cone Sul",1101,"Macrorregional II (Cacoal)"
110147,"Primavera de Rondônia","RO","Norte",11002,"Café",1101,"Macrorregional II (Cacoal)"
110148,"São Felipe D'Oeste","RO","Norte",11002,"Café",1101,"Macrorregional II (Cacoal)"
110149,"São Francisco do Guaporé","RO","Norte",11007,"Vale do Guaporé",1101,"Macrorregional II (Cacoal)"
110150,"Seringueiras","RO","Norte",11007,"Vale do Guaporé",1101,"Macrorregional II (Cacoal)"
110155,"Teixeirópolis","RO","Norte",11003,"Central",1101,"Macrorregional II (Cacoal)"
110160,"Theobroma","RO","Norte",11003,"Central",1102,"Macrorregiao I - Porto Velho"
110170,"Urupá","RO","Norte",11003,"Central",1101,"Macrorregional II (Cacoal)"
110175,"Vale do Anari","RO","Norte",11003,"Central",1102,"Macrorregiao I - Porto Velho"
110180,"Vale do Paraíso","RO","Norte",11003,"Central",1101,"Macrorregional II (Cacoal)"
120001,"Acrelândia","AC","Norte",12002,"Baixo Acre e Purus",1201,"MACro Unica - AC"
120005,"Assis Brasil","AC","Norte",12001,"Alto Acre",1201,"MACro Unica - AC"
120010,"Brasiléia","AC","Norte",12001,"Alto Acre",1201,"MACro Unica - AC"
120013,"Bujari","AC","Norte",12002,"Baixo Acre e Purus",1201,"MACro Unica - AC"
120017,"Capixaba","AC","Norte",12002,"Baixo Acre e Purus",1201,"MACro Unica - AC"
120020,"Cruzeiro do Sul","AC","Norte",12003,"Juruá e Tarauacá/Envira",1201,"MACro Unica - AC"
120025,"Epitaciolândia","AC","Norte",12001,"Alto Acre",1201,"MACro Unica - AC"
120030,"Feijó","AC","Norte",12003,"Juruá e Tarauacá/Envira",1201,"MACro Unica - AC"
120032,"Jordão","AC","Norte",12002,"Baixo Acre e Purus",1201,"MACro Unica - AC"
120033,"Mâncio Lima","AC","Norte",12003,"Juruá e Tarauacá/Envira",1201,"MACro Unica - AC"
120034,"Manoel Urbano","AC","Norte",12002,"Baixo Acre e Purus",1201,"MACro Unica - AC"
120035,"Marechal Thaumaturgo","AC","Norte",12003,"Juruá e Tarauacá/Envira",1201,"MACro Unica - AC"
120038,"Plácido de Castro","AC","Norte",12002,"Baixo Acre e Purus",1201,"MACro Unica - AC"
120039,"Porto Walter","AC","Norte",12003,"Juruá e Tarauacá/Envira",1201,"MACro Unica - AC"
120040,"Rio Branco","AC","Norte",12002,"Baixo Acre e Purus",1201,"MACro Unica - AC"
120042,"Rodrigues Alves","AC","Norte",12003,"Juruá e Tarauacá/Envira",1201,"MACro Unica - AC"
120043,"Santa Rosa do Purus","AC","Norte",12002,"Baixo Acre e Purus",1201,"MACro Unica - AC"
120045,"Senador Guiomard","AC","Norte",12002,"Baixo Acre e Purus",1201,"MACro Unica - AC"
120050,"Sena Madureira","AC","Norte",12002,"Baixo Acre e Purus",1201,"MACro Unica - AC"
120060,"Tarauacá","AC","Norte",12003,"Juruá e Tarauacá/Envira",1201,"MACro Unica - AC"
120070,"Xapuri","AC","Norte",12001,"Alto Acre",1201,"MACro Unica - AC"
120080,"Porto Acre","AC","Norte",12002,"Baixo Acre e Purus",1201,"MACro Unica - AC"
130002,"Alvarães","AM","Norte",13008,"Triângulo",1302,"Oeste"
130006,"Amaturá","AM","Norte",13009,"Alto Solimões",1302,"Oeste"
130008,"Anamã","AM","Norte",13002,"Rio Negro e Solimões",1304,"Central"
130010,"Anori","AM","Norte",13002,"Rio Negro e Solimões",1304,"Central"
130014,"Apuí","AM","Norte",13003,"Rio Madeira",1303,"Leste"
130020,"Atalaia do Norte","AM","Norte",13009,"Alto Solimões",1302,"Oeste"
130030,"Autazes","AM","Norte",13001,"Manaus e Alto Rio Negro",1304,"Central"
130040,"Barcelos","AM","Norte",13001,"Manaus e Alto Rio Negro",1304,"Central"
130050,"Barreirinha","AM","Norte",13005,"Baixo Amazonas",1303,"Leste"
130060,"Benjamin Constant","AM","Norte",13009,"Alto Solimões",1302,"Oeste"
130063,"Beruri","AM","Norte",13002,"Rio Negro e Solimões",1304,"Central"
130068,"Boa Vista do Ramos","AM","Norte",13005,"Baixo Amazonas",1303,"Leste"
130070,"Boca do Acre","AM","Norte",13006,"Regional Purus",1304,"Central"
130080,"Borba","AM","Norte",13003,"Rio Madeira",1303,"Leste"
130083,"Caapiranga","AM","Norte",13002,"Rio Negro e Solimões",1304,"Central"
130090,"Canutama","AM","Norte",13006,"Regional Purus",1304,"Central"
130100,"Carauari","AM","Norte",13007,"Regional Juruá",1302,"Oeste"
130110,"Careiro","AM","Norte",13001,"Manaus e Alto Rio Negro",1304,"Central"
130115,"Careiro da Várzea","AM","Norte",13001,"Manaus e Alto Rio Negro",1304,"Central"
130120,"Coari","AM","Norte",13002,"Rio Negro e Solimões",1304,"Central"
130130,"Codajás","AM","Norte",13002,"Rio Negro e Solimões",1304,"Central"
130140,"Eirunepé","AM","Norte",13007,"Regional Juruá",1302,"Oeste"
130150,"Envira","AM","Norte",13007,"Regional Juruá",1302,"Oeste"
130160,"Fonte Boa","AM","Norte",13009,"Alto Solimões",1302,"Oeste"
130165,"Guajará","AM","Norte",13007,"Regional Juruá",1302,"Oeste"
130170,"Humaitá","AM","Norte",13003,"Rio Madeira",1303,"Leste"
130180,"Ipixuna","AM","Norte",13007,"Regional Juruá",1302,"Oeste"
130185,"Iranduba","AM","Norte",13001,"Manaus e Alto Rio Negro",1304,"Central"
130190,"Itacoatiara","AM","Norte",13004,"Médio Amazonas",1303,"Leste"
130195,"Itamarati","AM","Norte",13007,"Regional Juruá",1302,"Oeste"
130200,"Itapiranga","AM","Norte",13004,"Médio Amazonas",1303,"Leste"
130210,"Japurá","AM","Norte",13008,"Triângulo",1302,"Oeste"
130220,"Juruá","AM","Norte",13008,"Triângulo",1302,"Oeste"
130230,"Jutaí","AM","Norte",13009,"Alto Solimões",1302,"Oeste"
130240,"Lábrea","AM","Norte",13006,"Regional Purus",1304,"Central"
130250,"Manacapuru","AM","Norte",13002,"Rio Negro e Solimões",1304,"Central"
130255,"Manaquiri","AM","Norte",13001,"Manaus e Alto Rio Negro",1304,"Central"
130260,"Manaus","AM","Norte",13001,"Manaus e Alto Rio Negro",1304,"Central"
130270,"Manicoré","AM","Norte",13003,"Rio Madeira",1303,"Leste"
130280,"Maraã","AM","Norte",13008,"Triângulo",1302,"Oeste"
130290,"Maués","AM","Norte",13005,"Baixo Amazonas",1303,"Leste"
130300,"Nhamundá","AM","Norte",13005,"Baixo Amazonas",1303,"Leste"
130310,"Nova Olinda do Norte","AM","Norte",13001,"Manaus e Alto Rio Negro",1304,"Central"
130320,"Novo Airão","AM","Norte",13002,"Rio Negro e Solimões",1304,"Central"
130330,"Novo Aripuanã","AM","Norte",13003,"Rio Madeira",1303,"Leste"
130340,"Parintins","AM","Norte",13005,"Baixo Amazonas",1303,"Leste"
130350,"Pauini","AM","Norte",13006,"Regional Purus",1304,"Central"
130353,"Presidente Figueiredo","AM","Norte",13001,"Manaus e Alto Rio Negro",1304,"Central"
130356,"Rio Preto da Eva","AM","Norte",13001,"Manaus e Alto Rio Negro",1304,"Central"
130360,"Santa Isabel do Rio Negro","AM","Norte",13001,"Manaus e Alto Rio Negro",1304,"Central"
130370,"Santo Antônio do Içá","AM","Norte",13009,"Alto Solimões",1302,"Oeste"
130380,"São Gabriel da Cachoeira","AM","Norte",13001,"Manaus e Alto Rio Negro",1304,"Central"
130390,"São Paulo de Olivença","AM","Norte",13009,"Alto Solimões",1302,"Oeste"
130395,"São Sebastião do Uatumã","AM","Norte",13004,"Médio Amazonas",1303,"Leste"
130400,"Silves","AM","Norte",13004,"Médio Amazonas",1303,"Leste"
130406,"Tabatinga","AM","Norte",13009,"Alto Solimões",1302,"Oeste"
130410,"Tapauá","AM","Norte",13006,"Regional Purus",1304,"Central"
130420,"Tefé","AM","Norte",13008,"Triângulo",1302,"Oeste"
130423,"Tonantins","AM","Norte",13009,"Alto Solimões",1302,"Oeste"
130426,"Uarini","AM","Norte",13008,"Triângulo",1302,"Oeste"
130430,"Urucará","AM","Norte",13004,"Médio Amazonas",1303,"Leste"
130440,"Urucurituba","AM","Norte",13004,"Médio Amazonas",1303,"Leste"
140002,"Amajari","RR","Norte",14001,"Centro Norte",1401,"Macro-Roraima"
140005,"Alto Alegre","RR","Norte",14001,"Centro Norte",1401,"Macro-Roraima"
140010,"Boa Vista","RR","Norte",14001,"Centro Norte",1401,"Macro-Roraima"
140015,"Bonfim","RR","Norte",14001,"Centro Norte",1401,"Macro-Roraima"
140017,"Cantá","RR","Norte",14001,"Centro Norte",1401,"Macro-Roraima"
140020,"Caracaraí","RR","Norte",14002,"Sul",1401,"Macro-Roraima"
140023,"Caroebe","RR","Norte",14002,"Sul",1401,"Macro-Roraima"
140028,"Iracema","RR","Norte",14002,"Sul",1401,"Macro-Roraima"
140030,"Mucajaí","RR","Norte",14001,"Centro Norte",1401,"Macro-Roraima"
140040,"Normandia","RR","Norte",14001,"Centro Norte",1401,"Macro-Roraima"
140045,"Pacaraima","RR","Norte",14001,"Centro Norte",1401,"Macro-Roraima"
140047,"Rorainópolis","RR","Norte",14002,"Sul",1401,"Macro-Roraima"
140050,"São João da Baliza","RR","Norte",14002,"Sul",1401,"Macro-Roraima"
140060,"São Luiz","RR","Norte",14002,"Sul",1401,"Macro-Roraima"
140070,"Uiramutã","RR","Norte",14001,"Centro Norte",1401,"Macro-Roraima"
150010,"Abaetetuba","PA","Norte",15011,"Tocantins",1512,"Macrorregional I"
150013,"Abel Figueiredo","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150020,"Acará","PA","Norte",15007,"Metropolitana II",1511,"Macrorregional II"
150030,"Afuá","PA","Norte",15013,"Marajó I",1512,"Macrorregional I"
150034,"Água Azul do Norte","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150040,"Alenquer","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150050,"Almeirim","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150060,"Altamira","PA","Norte",15012,"Xingu",1510,"Macrorregional III"
150070,"Anajás","PA","Norte",15014,"Marajó II",1512,"Macrorregional I"
150080,"Ananindeua","PA","Norte",15006,"Metropolitana I",1512,"Macrorregional I"
150085,"Anapu","PA","Norte",15012,"Xingu",1510,"Macrorregional III"
150090,"Augusto Corrêa","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150095,"Aurora do Pará","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150100,"Aveiro","PA","Norte",15010,"Tapajós",1510,"Macrorregional III"
150110,"Bagre","PA","Norte",15014,"Marajó II",1512,"Macrorregional I"
150120,"Baião","PA","Norte",15011,"Tocantins",1512,"Macrorregional I"
150125,"Bannach","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150130,"Barcarena","PA","Norte",15011,"Tocantins",1512,"Macrorregional I"
150140,"Belém","PA","Norte",15006,"Metropolitana I",1512,"Macrorregional I"
150145,"Belterra","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150150,"Benevides","PA","Norte",15006,"Metropolitana I",1512,"Macrorregional I"
150157,"Bom Jesus do Tocantins","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150160,"Bonito","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150170,"Bragança","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150172,"Brasil Novo","PA","Norte",15012,"Xingu",1510,"Macrorregional III"
150175,"Brejo Grande do Araguaia","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150178,"Breu Branco","PA","Norte",15004,"Lago de Tucuruí",1509,"Macrorregional IV"
150180,"Breves","PA","Norte",15014,"Marajó II",1512,"Macrorregional I"
150190,"Bujaru","PA","Norte",15007,"Metropolitana II",1511,"Macrorregional II"
150195,"Cachoeira do Piriá","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150200,"Cachoeira do Arari","PA","Norte",15013,"Marajó I",1512,"Macrorregional I"
150210,"Cametá","PA","Norte",15011,"Tocantins",1512,"Macrorregional I"
150215,"Canaã dos Carajás","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150220,"Capanema","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150230,"Capitão Poço","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150240,"Castanhal","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150250,"Chaves","PA","Norte",15013,"Marajó I",1512,"Macrorregional I"
150260,"Colares","PA","Norte",15007,"Metropolitana II",1511,"Macrorregional II"
150270,"Conceição do Araguaia","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150275,"Concórdia do Pará","PA","Norte",15007,"Metropolitana II",1511,"Macrorregional II"
150276,"Cumaru do Norte","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150277,"Curionópolis","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150280,"Curralinho","PA","Norte",15014,"Marajó II",1512,"Macrorregional I"
150285,"Curuá","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150290,"Curuçá","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150293,"Dom Eliseu","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150295,"Eldorado do Carajás","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150300,"Faro","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150304,"Floresta do Araguaia","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150307,"Garrafão do Norte","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150309,"Goianésia do Pará","PA","Norte",15004,"Lago de Tucuruí",1509,"Macrorregional IV"
150310,"Gurupá","PA","Norte",15014,"Marajó II",1512,"Macrorregional I"
150320,"Igarapé-Açu","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150330,"Igarapé-Miri","PA","Norte",15011,"Tocantins",1512,"Macrorregional I"
150340,"Inhangapi","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150345,"Ipixuna do Pará","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150350,"Irituia","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150360,"Itaituba","PA","Norte",15010,"Tapajós",1510,"Macrorregional III"
150370,"Itupiranga","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150375,"Jacareacanga","PA","Norte",15010,"Tapajós",1510,"Macrorregional III"
150380,"Jacundá","PA","Norte",15004,"Lago de Tucuruí",1509,"Macrorregional IV"
150390,"Juruti","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150400,"Limoeiro do Ajuru","PA","Norte",15011,"Tocantins",1512,"Macrorregional I"
150405,"Mãe do Rio","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150410,"Magalhães Barata","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150420,"Marabá","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150430,"Maracanã","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150440,"Marapanim","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150442,"Marituba","PA","Norte",15006,"Metropolitana I",1512,"Macrorregional I"
150445,"Medicilândia","PA","Norte",15012,"Xingu",1510,"Macrorregional III"
150450,"Melgaço","PA","Norte",15014,"Marajó II",1512,"Macrorregional I"
150460,"Mocajuba","PA","Norte",15011,"Tocantins",1512,"Macrorregional I"
150470,"Moju","PA","Norte",15011,"Tocantins",1512,"Macrorregional I"
150475,"Mojuí dos Campos","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150480,"Monte Alegre","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150490,"Muaná","PA","Norte",15013,"Marajó I",1512,"Macrorregional I"
150495,"Nova Esperança do Piriá","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150497,"Nova Ipixuna","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150500,"Nova Timboteua","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150503,"Novo Progresso","PA","Norte",15010,"Tapajós",1510,"Macrorregional III"
150506,"Novo Repartimento","PA","Norte",15004,"Lago de Tucuruí",1509,"Macrorregional IV"
150510,"Óbidos","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150520,"Oeiras do Pará","PA","Norte",15011,"Tocantins",1512,"Macrorregional I"
150530,"Oriximiná","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150540,"Ourém","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150543,"Ourilândia do Norte","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150548,"Pacajá","PA","Norte",15012,"Xingu",1510,"Macrorregional III"
150549,"Palestina do Pará","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150550,"Paragominas","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150553,"Parauapebas","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150555,"Pau D'Arco","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150560,"Peixe-Boi","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150563,"Piçarra","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150565,"Placas","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150570,"Ponta de Pedras","PA","Norte",15013,"Marajó I",1512,"Macrorregional I"
150580,"Portel","PA","Norte",15014,"Marajó II",1512,"Macrorregional I"
150590,"Porto de Moz","PA","Norte",15012,"Xingu",1510,"Macrorregional III"
150600,"Prainha","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150610,"Primavera","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150611,"Quatipuru","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150613,"Redenção","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150616,"Rio Maria","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150618,"Rondon do Pará","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150619,"Rurópolis","PA","Norte",15010,"Tapajós",1510,"Macrorregional III"
150620,"Salinópolis","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150630,"Salvaterra","PA","Norte",15013,"Marajó I",1512,"Macrorregional I"
150635,"Santa Bárbara do Pará","PA","Norte",15006,"Metropolitana I",1512,"Macrorregional I"
150640,"Santa Cruz do Arari","PA","Norte",15013,"Marajó I",1512,"Macrorregional I"
150650,"Santa Izabel do Pará","PA","Norte",15007,"Metropolitana II",1511,"Macrorregional II"
150655,"Santa Luzia do Pará","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150658,"Santa Maria das Barreiras","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150660,"Santa Maria do Pará","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150670,"Santana do Araguaia","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150680,"Santarém","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150690,"Santarém Novo","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150700,"Santo Antônio do Tauá","PA","Norte",15007,"Metropolitana II",1511,"Macrorregional II"
150710,"São Caetano de Odivelas","PA","Norte",15007,"Metropolitana II",1511,"Macrorregional II"
150715,"São Domingos do Araguaia","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150720,"São Domingos do Capim","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150730,"São Félix do Xingu","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150740,"São Francisco do Pará","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150745,"São Geraldo do Araguaia","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150746,"São João da Ponta","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150747,"São João de Pirabas","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150750,"São João do Araguaia","PA","Norte",15003,"Carajás",1509,"Macrorregional IV"
150760,"São Miguel do Guamá","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150770,"São Sebastião da Boa Vista","PA","Norte",15013,"Marajó I",1512,"Macrorregional I"
150775,"Sapucaia","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150780,"Senador José Porfírio","PA","Norte",15012,"Xingu",1510,"Macrorregional III"
150790,"Soure","PA","Norte",15013,"Marajó I",1512,"Macrorregional I"
150795,"Tailândia","PA","Norte",15004,"Lago de Tucuruí",1509,"Macrorregional IV"
150796,"Terra Alta","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150797,"Terra Santa","PA","Norte",15002,"Baixo Amazonas",1510,"Macrorregional III"
150800,"Tomé-Açu","PA","Norte",15007,"Metropolitana II",1511,"Macrorregional II"
150803,"Tracuateua","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150805,"Trairão","PA","Norte",15010,"Tapajós",1510,"Macrorregional III"
150808,"Tucumã","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
150810,"Tucuruí","PA","Norte",15004,"Lago de Tucuruí",1509,"Macrorregional IV"
150812,"Ulianópolis","PA","Norte",15008,"Metropolitana III",1511,"Macrorregional II"
150815,"Uruará","PA","Norte",15012,"Xingu",1510,"Macrorregional III"
150820,"Vigia","PA","Norte",15007,"Metropolitana II",1511,"Macrorregional II"
150830,"Viseu","PA","Norte",15009,"Rio Caetés",1511,"Macrorregional II"
150835,"Vitória do Xingu","PA","Norte",15012,"Xingu",1510,"Macrorregional III"
150840,"Xinguara","PA","Norte",15001,"Araguaia",1509,"Macrorregional IV"
160005,"Serra do Navio","AP","Norte",16001,"Área Central",1601,"Macro Unica - AP"
160010,"Amapá","AP","Norte",16002,"Área Norte",1601,"Macro Unica - AP"
160015,"Pedra Branca do Amapari","AP","Norte",16001,"Área Central",1601,"Macro Unica - AP"
160020,"Calçoene","AP","Norte",16002,"Área Norte",1601,"Macro Unica - AP"
160021,"Cutias","AP","Norte",16001,"Área Central",1601,"Macro Unica - AP"
160023,"Ferreira Gomes","AP","Norte",16001,"Área Central",1601,"Macro Unica - AP"
160025,"Itaubal","AP","Norte",16001,"Área Central",1601,"Macro Unica - AP"
160027,"Laranjal do Jari","AP","Norte",16003,"Área Sudoeste",1601,"Macro Unica - AP"
160030,"Macapá","AP","Norte",16001,"Área Central",1601,"Macro Unica - AP"
160040,"Mazagão","AP","Norte",16003,"Área Sudoeste",1601,"Macro Unica - AP"
160050,"Oiapoque","AP","Norte",16002,"Área Norte",1601,"Macro Unica - AP"
160053,"Porto Grande","AP","Norte",16001,"Área Central",1601,"Macro Unica - AP"
160055,"Pracuúba","AP","Norte",16002,"Área Norte",1601,"Macro Unica - AP"
160060,"Santana","AP","Norte",16003,"Área Sudoeste",1601,"Macro Unica - AP"
160070,"Tartarugalzinho","AP","Norte",16002,"Área Norte",1601,"Macro Unica - AP"
160080,"Vitória do Jari","AP","Norte",16003,"Área Sudoeste",1601,"Macro Unica - AP"
170025,"Abreulândia","TO","Norte",17007,"Cantão",1702,"Macrorregiao Centro-Sul"
170030,"Aguiarnópolis","TO","Norte",17002,"Bico do Papagaio",1701,"Macrorregiao Norte"
